source_id,relation_type,target_id,direction,evidence,source_database,source_record_id,notes
molecule.ecocyc.Pi,is_substrate_of,reaction.ecocyc.2.7.7.8-RXN,directed,database,EcoCyc,2.7.7.8-RXN,EcoCyc reaction LEFT
molecule.ecocyc.ssRNA-Holder,is_product_of,reaction.ecocyc.2.7.7.8-RXN,directed,database,EcoCyc,2.7.7.8-RXN,EcoCyc reaction RIGHT
molecule.ecocyc.Nucleoside-Diphosphates,is_product_of,reaction.ecocyc.2.7.7.8-RXN,directed,database,EcoCyc,2.7.7.8-RXN,EcoCyc reaction RIGHT
molecule.ecocyc.CPD0-1122,is_substrate_of,reaction.ecocyc.RXN-22511,directed,database,EcoCyc,RXN-22511,EcoCyc reaction LEFT
molecule.ecocyc.CPD0-2701,is_product_of,reaction.ecocyc.RXN-22511,directed,database,EcoCyc,RXN-22511,EcoCyc reaction RIGHT
reaction.ecocyc.RXN-22511,participates_in,ecocyc.RXN0-5329,directed,database,EcoCyc,RXN-22511,EcoCyc reaction IN-PATHWAY
molecule.C00130,is_substrate_of,reaction.ecocyc.RXN-7607,directed,database,EcoCyc,RXN-7607,EcoCyc reaction LEFT
molecule.C00001,is_substrate_of,reaction.ecocyc.RXN-7607,directed,database,EcoCyc,RXN-7607,EcoCyc reaction LEFT
molecule.C00294,is_product_of,reaction.ecocyc.RXN-7607,directed,database,EcoCyc,RXN-7607,EcoCyc reaction RIGHT
molecule.ecocyc.Pi,is_product_of,reaction.ecocyc.RXN-7607,directed,database,EcoCyc,RXN-7607,EcoCyc reaction RIGHT
molecule.C00029,is_substrate_of,reaction.ecocyc.RXN0-5126,directed,database,EcoCyc,RXN0-5126,EcoCyc reaction LEFT
molecule.ecocyc.CPD0-937,is_substrate_of,reaction.ecocyc.RXN0-5126,directed,database,EcoCyc,RXN0-5126,EcoCyc reaction LEFT
molecule.C00080,is_product_of,reaction.ecocyc.RXN0-5126,directed,database,EcoCyc,RXN0-5126,EcoCyc reaction RIGHT
molecule.ecocyc.CPD0-938,is_product_of,reaction.ecocyc.RXN0-5126,directed,database,EcoCyc,RXN0-5126,EcoCyc reaction RIGHT
molecule.C00015,is_product_of,reaction.ecocyc.RXN0-5126,directed,database,EcoCyc,RXN0-5126,EcoCyc reaction RIGHT
reaction.ecocyc.RXN0-5126,participates_in,ecocyc.LIPA-CORESYN-PWY,directed,database,EcoCyc,RXN0-5126,EcoCyc reaction IN-PATHWAY
molecule.C20831,is_substrate_of,reaction.ecocyc.RXN-15298,directed,database,EcoCyc,RXN-15298,EcoCyc reaction LEFT
molecule.C21181,is_product_of,reaction.ecocyc.RXN-15298,directed,database,EcoCyc,RXN-15298,EcoCyc reaction RIGHT
molecule.C00111,is_product_of,reaction.ecocyc.RXN-15298,directed,database,EcoCyc,RXN-15298,EcoCyc reaction RIGHT
reaction.ecocyc.RXN-15298,participates_in,ecocyc.PWY-7446,directed,database,EcoCyc,RXN-15298,EcoCyc reaction IN-PATHWAY
molecule.C01346,is_substrate_of,reaction.ecocyc.UDPREDUCT-RXN,directed,database,EcoCyc,UDPREDUCT-RXN,EcoCyc reaction LEFT
molecule.C00001,is_substrate_of,reaction.ecocyc.UDPREDUCT-RXN,directed,database,EcoCyc,UDPREDUCT-RXN,EcoCyc reaction LEFT
molecule.C00015,is_product_of,reaction.ecocyc.UDPREDUCT-RXN,directed,database,EcoCyc,UDPREDUCT-RXN,EcoCyc reaction RIGHT
reaction.ecocyc.UDPREDUCT-RXN,participates_in,ecocyc.PWY-7184,directed,database,EcoCyc,UDPREDUCT-RXN,EcoCyc reaction IN-PATHWAY
reaction.ecocyc.UDPREDUCT-RXN,participates_in,ecocyc.PWY0-166,directed,database,EcoCyc,UDPREDUCT-RXN,EcoCyc reaction IN-PATHWAY
molecule.C00068,is_substrate_of,reaction.ecocyc.RXN0-7041,directed,database,EcoCyc,RXN0-7041,EcoCyc reaction LEFT
molecule.ecocyc.Pi,is_substrate_of,reaction.ecocyc.RXN0-7041,directed,database,EcoCyc,RXN0-7041,EcoCyc reaction LEFT
molecule.C00080,is_substrate_of,reaction.ecocyc.RXN0-7041,directed,database,EcoCyc,RXN0-7041,EcoCyc reaction LEFT
molecule.C03028,is_product_of,reaction.ecocyc.RXN0-7041,directed,database,EcoCyc,RXN0-7041,EcoCyc reaction RIGHT
molecule.C00001,is_product_of,reaction.ecocyc.RXN0-7041,directed,database,EcoCyc,RXN0-7041,EcoCyc reaction RIGHT
molecule.C00080,is_product_of,reaction.ecocyc.RXN0-7041,directed,database,EcoCyc,RXN0-7041,EcoCyc reaction RIGHT
molecule.C00270,is_substrate_of,reaction.ecocyc.RXN0-0,directed,database,EcoCyc,RXN0-0,EcoCyc reaction LEFT
molecule.C00270,is_product_of,reaction.ecocyc.RXN0-0,directed,database,EcoCyc,RXN0-0,EcoCyc reaction RIGHT
molecule.C00038,is_substrate_of,reaction.ecocyc.RXN0-6471,directed,database,EcoCyc,RXN0-6471,EcoCyc reaction LEFT
molecule.C00082,is_substrate_of,reaction.ecocyc.RXN-23088,directed,database,EcoCyc,RXN-23088,EcoCyc reaction LEFT
molecule.C00002,is_substrate_of,reaction.ecocyc.RXN-23088,directed,database,EcoCyc,RXN-23088,EcoCyc reaction LEFT
molecule.C00080,is_substrate_of,reaction.ecocyc.RXN-23088,directed,database,EcoCyc,RXN-23088,EcoCyc reaction LEFT
molecule.ecocyc.CPD-25513,is_product_of,reaction.ecocyc.RXN-23088,directed,database,EcoCyc,RXN-23088,EcoCyc reaction RIGHT
molecule.C00013,is_product_of,reaction.ecocyc.RXN-23088,directed,database,EcoCyc,RXN-23088,EcoCyc reaction RIGHT
reaction.ecocyc.RXN-23088,participates_in,ecocyc.RXN-23957,directed,database,EcoCyc,RXN-23088,EcoCyc reaction IN-PATHWAY
reaction.ecocyc.RXN-23088,participates_in,ecocyc.TYROSINE--TRNA-LIGASE-RXN,directed,database,EcoCyc,RXN-23088,EcoCyc reaction IN-PATHWAY
molecule.C00043,is_substrate_of,reaction.ecocyc.UDPNACETYLGLUCOSAMACYLTRANS-RXN,directed,database,EcoCyc,UDPNACETYLGLUCOSAMACYLTRANS-RXN,EcoCyc reaction LEFT
molecule.C04738,is_product_of,reaction.ecocyc.UDPNACETYLGLUCOSAMACYLTRANS-RXN,directed,database,EcoCyc,UDPNACETYLGLUCOSAMACYLTRANS-RXN,EcoCyc reaction RIGHT
reaction.ecocyc.UDPNACETYLGLUCOSAMACYLTRANS-RXN,participates_in,ecocyc.NAGLIPASYN-PWY,directed,database,EcoCyc,UDPNACETYLGLUCOSAMACYLTRANS-RXN,EcoCyc reaction IN-PATHWAY
molecule.ecocyc.PROTEIN-S-HYDROXY-CYSTEINE,is_substrate_of,reaction.ecocyc.RXN-20018,directed,database,EcoCyc,RXN-20018,EcoCyc reaction LEFT
molecule.ecocyc.PROT-CYS,is_product_of,reaction.ecocyc.RXN-20018,directed,database,EcoCyc,RXN-20018,EcoCyc reaction RIGHT
molecule.C00001,is_product_of,reaction.ecocyc.RXN-20018,directed,database,EcoCyc,RXN-20018,EcoCyc reaction RIGHT
molecule.C06230,is_substrate_of,reaction.ecocyc.RXN-20025,directed,database,EcoCyc,RXN-20025,EcoCyc reaction LEFT
molecule.C00001,is_substrate_of,reaction.ecocyc.RXN-20025,directed,database,EcoCyc,RXN-20025,EcoCyc reaction LEFT
molecule.C00080,is_substrate_of,reaction.ecocyc.RXN-20025,directed,database,EcoCyc,RXN-20025,EcoCyc reaction LEFT
molecule.ecocyc.CPD-17082,is_product_of,reaction.ecocyc.RXN-20025,directed,database,EcoCyc,RXN-20025,EcoCyc reaction RIGHT
molecule.ecocyc.N-23-DIHYDROXYBENZOYL-L-SERINE,is_product_of,reaction.ecocyc.RXN-20025,directed,database,EcoCyc,RXN-20025,EcoCyc reaction RIGHT
molecule.C04916,is_substrate_of,reaction.ecocyc.RXN-17900,directed,database,EcoCyc,RXN-17900,EcoCyc reaction LEFT
molecule.C00014,is_substrate_of,reaction.ecocyc.RXN-17900,directed,database,EcoCyc,RXN-17900,EcoCyc reaction LEFT
molecule.C04666,is_product_of,reaction.ecocyc.RXN-17900,directed,database,EcoCyc,RXN-17900,EcoCyc reaction RIGHT
molecule.C04677,is_product_of,reaction.ecocyc.RXN-17900,directed,database,EcoCyc,RXN-17900,EcoCyc reaction RIGHT
molecule.C00001,is_product_of,reaction.ecocyc.RXN-17900,directed,database,EcoCyc,RXN-17900,EcoCyc reaction RIGHT
reaction.ecocyc.RXN-17900,participates_in,ecocyc.GLUTAMIDOTRANS-RXN,directed,database,EcoCyc,RXN-17900,EcoCyc reaction IN-PATHWAY
molecule.C00027,is_substrate_of,reaction.ecocyc.GLUTATHIONE-PEROXIDASE-RXN,directed,database,EcoCyc,GLUTATHIONE-PEROXIDASE-RXN,EcoCyc reaction LEFT
molecule.C00051,is_substrate_of,reaction.ecocyc.GLUTATHIONE-PEROXIDASE-RXN,directed,database,EcoCyc,GLUTATHIONE-PEROXIDASE-RXN,EcoCyc reaction LEFT
molecule.C00127,is_product_of,reaction.ecocyc.GLUTATHIONE-PEROXIDASE-RXN,directed,database,EcoCyc,GLUTATHIONE-PEROXIDASE-RXN,EcoCyc reaction RIGHT
molecule.C00001,is_product_of,reaction.ecocyc.GLUTATHIONE-PEROXIDASE-RXN,directed,database,EcoCyc,GLUTATHIONE-PEROXIDASE-RXN,EcoCyc reaction RIGHT
molecule.ecocyc.Queuosine34-in-tRNA-Asp,is_substrate_of,reaction.ecocyc.RXN0-5422,directed,database,EcoCyc,RXN0-5422,EcoCyc reaction LEFT
molecule.C00002,is_substrate_of,reaction.ecocyc.RXN0-5422,directed,database,EcoCyc,RXN0-5422,EcoCyc reaction LEFT
molecule.C00025,is_substrate_of,reaction.ecocyc.RXN0-5422,directed,database,EcoCyc,RXN0-5422,EcoCyc reaction LEFT
molecule.ecocyc.tRNAs-with-glutamylated-queuosine,is_product_of,reaction.ecocyc.RXN0-5422,directed,database,EcoCyc,RXN0-5422,EcoCyc reaction RIGHT
molecule.C00020,is_product_of,reaction.ecocyc.RXN0-5422,directed,database,EcoCyc,RXN0-5422,EcoCyc reaction RIGHT
molecule.C00013,is_product_of,reaction.ecocyc.RXN0-5422,directed,database,EcoCyc,RXN0-5422,EcoCyc reaction RIGHT
molecule.C00080,is_product_of,reaction.ecocyc.RXN0-5422,directed,database,EcoCyc,RXN0-5422,EcoCyc reaction RIGHT
molecule.C00080,is_substrate_of,reaction.ecocyc.2.5.1.64-RXN,directed,database,EcoCyc,2.5.1.64-RXN,EcoCyc reaction LEFT
molecule.C00885,is_substrate_of,reaction.ecocyc.2.5.1.64-RXN,directed,database,EcoCyc,2.5.1.64-RXN,EcoCyc reaction LEFT
molecule.C00026,is_substrate_of,reaction.ecocyc.2.5.1.64-RXN,directed,database,EcoCyc,2.5.1.64-RXN,EcoCyc reaction LEFT
molecule.C16519,is_product_of,reaction.ecocyc.2.5.1.64-RXN,directed,database,EcoCyc,2.5.1.64-RXN,EcoCyc reaction RIGHT
molecule.C00011,is_product_of,reaction.ecocyc.2.5.1.64-RXN,directed,database,EcoCyc,2.5.1.64-RXN,EcoCyc reaction RIGHT
reaction.ecocyc.2.5.1.64-RXN,participates_in,ecocyc.PWY-5837,directed,database,EcoCyc,2.5.1.64-RXN,EcoCyc reaction IN-PATHWAY
molecule.C00266,is_substrate_of,reaction.ecocyc.RXN-14642,directed,database,EcoCyc,RXN-14642,EcoCyc reaction LEFT
molecule.C00160,is_product_of,reaction.ecocyc.RXN-14642,directed,database,EcoCyc,RXN-14642,EcoCyc reaction RIGHT
molecule.C00080,is_product_of,reaction.ecocyc.RXN-14642,directed,database,EcoCyc,RXN-14642,EcoCyc reaction RIGHT
reaction.ecocyc.RXN-14642,participates_in,ecocyc.PWY-7294,directed,database,EcoCyc,RXN-14642,EcoCyc reaction IN-PATHWAY
molecule.ecocyc.CPD-13314,is_substrate_of,reaction.ecocyc.RXN0-6677,directed,database,EcoCyc,RXN0-6677,EcoCyc reaction LEFT
molecule.C00005,is_substrate_of,reaction.ecocyc.RXN0-6677,directed,database,EcoCyc,RXN0-6677,EcoCyc reaction LEFT
molecule.C00080,is_substrate_of,reaction.ecocyc.RXN0-6677,directed,database,EcoCyc,RXN0-6677,EcoCyc reaction LEFT
molecule.ecocyc.CPD-13315,is_product_of,reaction.ecocyc.RXN0-6677,directed,database,EcoCyc,RXN0-6677,EcoCyc reaction RIGHT
molecule.C00006,is_product_of,reaction.ecocyc.RXN0-6677,directed,database,EcoCyc,RXN0-6677,EcoCyc reaction RIGHT
reaction.ecocyc.RXN0-6677,participates_in,ecocyc.PWY0-1527,directed,database,EcoCyc,RXN0-6677,EcoCyc reaction IN-PATHWAY
reaction.ecocyc.CPXR-RXN,participates_in,ecocyc.PWY0-1485,directed,database,EcoCyc,CPXR-RXN,EcoCyc reaction IN-PATHWAY
molecule.ecocyc.CPD-20888,is_substrate_of,reaction.ecocyc.TRANS-RXN-368,directed,database,EcoCyc,TRANS-RXN-368,EcoCyc reaction LEFT
molecule.C00080,is_substrate_of,reaction.ecocyc.TRANS-RXN-368,directed,database,EcoCyc,TRANS-RXN-368,EcoCyc reaction LEFT
molecule.ecocyc.CPD-20888,is_product_of,reaction.ecocyc.TRANS-RXN-368,directed,database,EcoCyc,TRANS-RXN-368,EcoCyc reaction RIGHT
molecule.C00080,is_product_of,reaction.ecocyc.TRANS-RXN-368,directed,database,EcoCyc,TRANS-RXN-368,EcoCyc reaction RIGHT
molecule.C00002,is_substrate_of,reaction.ecocyc.ABC-7-RXN,directed,database,EcoCyc,ABC-7-RXN,EcoCyc reaction LEFT
molecule.C00320,is_substrate_of,reaction.ecocyc.ABC-7-RXN,directed,database,EcoCyc,ABC-7-RXN,EcoCyc reaction LEFT
molecule.C00001,is_substrate_of,reaction.ecocyc.ABC-7-RXN,directed,database,EcoCyc,ABC-7-RXN,EcoCyc reaction LEFT
molecule.C00008,is_product_of,reaction.ecocyc.ABC-7-RXN,directed,database,EcoCyc,ABC-7-RXN,EcoCyc reaction RIGHT
molecule.ecocyc.Pi,is_product_of,reaction.ecocyc.ABC-7-RXN,directed,database,EcoCyc,ABC-7-RXN,EcoCyc reaction RIGHT
molecule.C00320,is_product_of,reaction.ecocyc.ABC-7-RXN,directed,database,EcoCyc,ABC-7-RXN,EcoCyc reaction RIGHT
molecule.C00080,is_product_of,reaction.ecocyc.ABC-7-RXN,directed,database,EcoCyc,ABC-7-RXN,EcoCyc reaction RIGHT
molecule.C00001,is_substrate_of,reaction.ecocyc.RXN-21308,directed,database,EcoCyc,RXN-21308,EcoCyc reaction LEFT
molecule.C00131,is_substrate_of,reaction.ecocyc.RXN-14290,directed,database,EcoCyc,RXN-14290,EcoCyc reaction LEFT
molecule.ecocyc.CPD-12377,is_substrate_of,reaction.ecocyc.RXN-14290,directed,database,EcoCyc,RXN-14290,EcoCyc reaction LEFT
molecule.ecocyc.CPD-13851,is_product_of,reaction.ecocyc.RXN-14290,directed,database,EcoCyc,RXN-14290,EcoCyc reaction RIGHT
molecule.C00001,is_product_of,reaction.ecocyc.RXN-14290,directed,database,EcoCyc,RXN-14290,EcoCyc reaction RIGHT
molecule.C00286,is_substrate_of,reaction.ecocyc.RXN-11410,directed,database,EcoCyc,RXN-11410,EcoCyc reaction LEFT
molecule.ecocyc.CPD-12377,is_substrate_of,reaction.ecocyc.RXN-11410,directed,database,EcoCyc,RXN-11410,EcoCyc reaction LEFT
molecule.ecocyc.8-Oxo-dGTP,is_product_of,reaction.ecocyc.RXN-11410,directed,database,EcoCyc,RXN-11410,EcoCyc reaction RIGHT
molecule.C00001,is_product_of,reaction.ecocyc.RXN-11410,directed,database,EcoCyc,RXN-11410,EcoCyc reaction RIGHT
molecule.C00680,is_substrate_of,reaction.ecocyc.UDP-NACMURALGLDAPLIG-RXN,directed,database,EcoCyc,UDP-NACMURALGLDAPLIG-RXN,EcoCyc reaction LEFT
molecule.C00692,is_substrate_of,reaction.ecocyc.UDP-NACMURALGLDAPLIG-RXN,directed,database,EcoCyc,UDP-NACMURALGLDAPLIG-RXN,EcoCyc reaction LEFT
molecule.C00002,is_substrate_of,reaction.ecocyc.UDP-NACMURALGLDAPLIG-RXN,directed,database,EcoCyc,UDP-NACMURALGLDAPLIG-RXN,EcoCyc reaction LEFT
molecule.C00080,is_product_of,reaction.ecocyc.UDP-NACMURALGLDAPLIG-RXN,directed,database,EcoCyc,UDP-NACMURALGLDAPLIG-RXN,EcoCyc reaction RIGHT
molecule.C04877,is_product_of,reaction.ecocyc.UDP-NACMURALGLDAPLIG-RXN,directed,database,EcoCyc,UDP-NACMURALGLDAPLIG-RXN,EcoCyc reaction RIGHT
molecule.ecocyc.Pi,is_product_of,reaction.ecocyc.UDP-NACMURALGLDAPLIG-RXN,directed,database,EcoCyc,UDP-NACMURALGLDAPLIG-RXN,EcoCyc reaction RIGHT
molecule.C00008,is_product_of,reaction.ecocyc.UDP-NACMURALGLDAPLIG-RXN,directed,database,EcoCyc,UDP-NACMURALGLDAPLIG-RXN,EcoCyc reaction RIGHT
reaction.ecocyc.UDP-NACMURALGLDAPLIG-RXN,participates_in,ecocyc.PWY-6387,directed,database,EcoCyc,UDP-NACMURALGLDAPLIG-RXN,EcoCyc reaction IN-PATHWAY
molecule.C06026,is_substrate_of,reaction.ecocyc.RXN0-5118,directed,database,EcoCyc,RXN0-5118,EcoCyc reaction LEFT
molecule.C06398,is_substrate_of,reaction.ecocyc.RXN0-5118,directed,database,EcoCyc,RXN0-5118,EcoCyc reaction LEFT
molecule.ecocyc.CPD0-929,is_product_of,reaction.ecocyc.RXN0-5118,directed,database,EcoCyc,RXN0-5118,EcoCyc reaction RIGHT
molecule.C00008,is_product_of,reaction.ecocyc.RXN0-5118,directed,database,EcoCyc,RXN0-5118,EcoCyc reaction RIGHT
molecule.C00080,is_product_of,reaction.ecocyc.RXN0-5118,directed,database,EcoCyc,RXN0-5118,EcoCyc reaction RIGHT
reaction.ecocyc.RXN0-5118,participates_in,ecocyc.LIPA-CORESYN-PWY,directed,database,EcoCyc,RXN0-5118,EcoCyc reaction IN-PATHWAY
molecule.ecocyc.CPD-22331,is_substrate_of,reaction.ecocyc.RXN-12896,directed,database,EcoCyc,RXN-12896,EcoCyc reaction LEFT
molecule.C00001,is_substrate_of,reaction.ecocyc.RXN-12896,directed,database,EcoCyc,RXN-12896,EcoCyc reaction LEFT
molecule.ecocyc.CPD-22332,is_product_of,reaction.ecocyc.RXN-12896,directed,database,EcoCyc,RXN-12896,EcoCyc reaction RIGHT
molecule.C01563,is_product_of,reaction.ecocyc.RXN-12896,directed,database,EcoCyc,RXN-12896,EcoCyc reaction RIGHT
molecule.C00080,is_product_of,reaction.ecocyc.RXN-12896,directed,database,EcoCyc,RXN-12896,EcoCyc reaction RIGHT
reaction.ecocyc.RXN-12896,participates_in,ecocyc.RXN-12895,directed,database,EcoCyc,RXN-12896,EcoCyc reaction IN-PATHWAY
molecule.ecocyc.Ubiquinones,is_substrate_of,reaction.ecocyc.RXN0-5330,directed,database,EcoCyc,RXN0-5330,EcoCyc reaction LEFT
molecule.C00080,is_substrate_of,reaction.ecocyc.RXN0-5330,directed,database,EcoCyc,RXN0-5330,EcoCyc reaction LEFT
molecule.C00004,is_substrate_of,reaction.ecocyc.RXN0-5330,directed,database,EcoCyc,RXN0-5330,EcoCyc reaction LEFT
molecule.C00390,is_product_of,reaction.ecocyc.RXN0-5330,directed,database,EcoCyc,RXN0-5330,EcoCyc reaction RIGHT
molecule.C00003,is_product_of,reaction.ecocyc.RXN0-5330,directed,database,EcoCyc,RXN0-5330,EcoCyc reaction RIGHT
reaction.ecocyc.RXN0-5330,participates_in,ecocyc.PWY0-1573,directed,database,EcoCyc,RXN0-5330,EcoCyc reaction IN-PATHWAY
reaction.ecocyc.RXN0-5330,participates_in,ecocyc.PWY0-1568,directed,database,EcoCyc,RXN0-5330,EcoCyc reaction IN-PATHWAY
reaction.ecocyc.RXN0-5330,participates_in,ecocyc.PWY0-1567,directed,database,EcoCyc,RXN0-5330,EcoCyc reaction IN-PATHWAY
molecule.C12455,is_substrate_of,reaction.ecocyc.RXN-25425,directed,database,EcoCyc,RXN-25425,EcoCyc reaction LEFT
molecule.ecocyc.CPD-11764,is_product_of,reaction.ecocyc.RXN-25425,directed,database,EcoCyc,RXN-25425,EcoCyc reaction RIGHT
molecule.C00001,is_product_of,reaction.ecocyc.RXN-25425,directed,database,EcoCyc,RXN-25425,EcoCyc reaction RIGHT
molecule.C00080,is_product_of,reaction.ecocyc.RXN-25425,directed,database,EcoCyc,RXN-25425,EcoCyc reaction RIGHT
molecule.ecocyc.CPD-22802,is_substrate_of,reaction.ecocyc.RXN-21204,directed,database,EcoCyc,RXN-21204,EcoCyc reaction LEFT
molecule.C00001,is_substrate_of,reaction.ecocyc.RXN-21204,directed,database,EcoCyc,RXN-21204,EcoCyc reaction LEFT
molecule.ecocyc.CPD-22805,is_product_of,reaction.ecocyc.RXN-21204,directed,database,EcoCyc,RXN-21204,EcoCyc reaction RIGHT
molecule.ecocyc.CPD-16013,is_substrate_of,reaction.ecocyc.RXN-15123,directed,database,EcoCyc,RXN-15123,EcoCyc reaction LEFT
molecule.C00001,is_substrate_of,reaction.ecocyc.RXN-15123,directed,database,EcoCyc,RXN-15123,EcoCyc reaction LEFT
molecule.C00109,is_product_of,reaction.ecocyc.RXN-15123,directed,database,EcoCyc,RXN-15123,EcoCyc reaction RIGHT
molecule.ecocyc.AMMONIUM,is_product_of,reaction.ecocyc.RXN-15123,directed,database,EcoCyc,RXN-15123,EcoCyc reaction RIGHT
reaction.ecocyc.RXN-15123,participates_in,ecocyc.ILEUSYN-PWY,directed,database,EcoCyc,RXN-15123,EcoCyc reaction IN-PATHWAY
reaction.ecocyc.RXN-15123,participates_in,ecocyc.METBALT-RXN,directed,database,EcoCyc,RXN-15123,EcoCyc reaction IN-PATHWAY
reaction.ecocyc.RXN-15123,participates_in,ecocyc.THREDEHYD-RXN,directed,database,EcoCyc,RXN-15123,EcoCyc reaction IN-PATHWAY
reaction.ecocyc.RXN-15123,participates_in,ecocyc.PWY-5437,directed,database,EcoCyc,RXN-15123,EcoCyc reaction IN-PATHWAY
molecule.C00044,is_substrate_of,reaction.ecocyc.RXN-14074,directed,database,EcoCyc,RXN-14074,EcoCyc reaction LEFT
molecule.C00020,is_substrate_of,reaction.ecocyc.RXN-14074,directed,database,EcoCyc,RXN-14074,EcoCyc reaction LEFT
molecule.C00035,is_product_of,reaction.ecocyc.RXN-14074,directed,database,EcoCyc,RXN-14074,EcoCyc reaction RIGHT
molecule.C00008,is_product_of,reaction.ecocyc.RXN-14074,directed,database,EcoCyc,RXN-14074,EcoCyc reaction RIGHT
molecule.C00022,is_substrate_of,reaction.ecocyc.RXN0-5261,directed,database,EcoCyc,RXN0-5261,EcoCyc reaction LEFT
molecule.C00080,is_substrate_of,reaction.ecocyc.RXN0-5261,directed,database,EcoCyc,RXN0-5261,EcoCyc reaction LEFT
molecule.C00256,is_product_of,reaction.ecocyc.RXN0-5261,directed,database,EcoCyc,RXN0-5261,EcoCyc reaction RIGHT
reaction.ecocyc.RXN0-5261,participates_in,ecocyc.DLACTDEHYDROGFAD-RXN,directed,database,EcoCyc,RXN0-5261,EcoCyc reaction IN-PATHWAY
molecule.C00038,is_substrate_of,reaction.ecocyc.RXN0-7447,directed,database,EcoCyc,RXN0-7447,EcoCyc reaction LEFT
reaction.ecocyc.RXN-18581,participates_in,ecocyc.RXN-18584,directed,database,EcoCyc,RXN-18581,EcoCyc reaction IN-PATHWAY
reaction.ecocyc.RXN-18581,participates_in,ecocyc.NITRATE-REDUCTASE-CYTOCHROME-RXN,directed,database,EcoCyc,RXN-18581,EcoCyc reaction IN-PATHWAY
molecule.C00080,is_substrate_of,reaction.ecocyc.TRANS-RXN0-212,directed,database,EcoCyc,TRANS-RXN0-212,EcoCyc reaction LEFT
molecule.C01672,is_substrate_of,reaction.ecocyc.TRANS-RXN0-212,directed,database,EcoCyc,TRANS-RXN0-212,EcoCyc reaction LEFT
molecule.C00080,is_product_of,reaction.ecocyc.TRANS-RXN0-212,directed,database,EcoCyc,TRANS-RXN0-212,EcoCyc reaction RIGHT
molecule.C01672,is_product_of,reaction.ecocyc.TRANS-RXN0-212,directed,database,EcoCyc,TRANS-RXN0-212,EcoCyc reaction RIGHT
molecule.ecocyc.CPD-20903,is_substrate_of,reaction.ecocyc.TRANS-RXN-296,directed,database,EcoCyc,TRANS-RXN-296,EcoCyc reaction LEFT
molecule.C00002,is_substrate_of,reaction.ecocyc.TRANS-RXN-296,directed,database,EcoCyc,TRANS-RXN-296,EcoCyc reaction LEFT
molecule.C00001,is_substrate_of,reaction.ecocyc.TRANS-RXN-296,directed,database,EcoCyc,TRANS-RXN-296,EcoCyc reaction LEFT
molecule.ecocyc.CPD-20903,is_product_of,reaction.ecocyc.TRANS-RXN-296,directed,database,EcoCyc,TRANS-RXN-296,EcoCyc reaction RIGHT
molecule.C00008,is_product_of,reaction.ecocyc.TRANS-RXN-296,directed,database,EcoCyc,TRANS-RXN-296,EcoCyc reaction RIGHT
molecule.ecocyc.Pi,is_product_of,reaction.ecocyc.TRANS-RXN-296,directed,database,EcoCyc,TRANS-RXN-296,EcoCyc reaction RIGHT
molecule.C00080,is_product_of,reaction.ecocyc.TRANS-RXN-296,directed,database,EcoCyc,TRANS-RXN-296,EcoCyc reaction RIGHT
molecule.C00106,is_substrate_of,reaction.ecocyc.RXN-20707,directed,database,EcoCyc,RXN-20707,EcoCyc reaction LEFT
molecule.ecocyc.CPD-24463,is_substrate_of,reaction.ecocyc.RXN-20707,directed,database,EcoCyc,RXN-20707,EcoCyc reaction LEFT
molecule.C20254,is_product_of,reaction.ecocyc.RXN-20707,directed,database,EcoCyc,RXN-20707,EcoCyc reaction RIGHT
molecule.ecocyc.CPD-22329,is_product_of,reaction.ecocyc.RXN-20707,directed,database,EcoCyc,RXN-20707,EcoCyc reaction RIGHT
reaction.ecocyc.RXN-20707,participates_in,ecocyc.RXN0-6444,directed,database,EcoCyc,RXN-20707,EcoCyc reaction IN-PATHWAY
molecule.C01672,is_substrate_of,reaction.ecocyc.RXN0-5217,directed,database,EcoCyc,RXN0-5217,EcoCyc reaction LEFT
molecule.C01137,is_substrate_of,reaction.ecocyc.RXN0-5217,directed,database,EcoCyc,RXN0-5217,EcoCyc reaction LEFT
molecule.C00080,is_product_of,reaction.ecocyc.RXN0-5217,directed,database,EcoCyc,RXN0-5217,EcoCyc reaction RIGHT
molecule.C16565,is_product_of,reaction.ecocyc.RXN0-5217,directed,database,EcoCyc,RXN0-5217,EcoCyc reaction RIGHT
molecule.C00170,is_product_of,reaction.ecocyc.RXN0-5217,directed,database,EcoCyc,RXN0-5217,EcoCyc reaction RIGHT
reaction.ecocyc.RXN0-5217,participates_in,ecocyc.PWY0-1303,directed,database,EcoCyc,RXN0-5217,EcoCyc reaction IN-PATHWAY
molecule.C21094,is_substrate_of,reaction.ecocyc.RXN0-6368,directed,database,EcoCyc,RXN0-6368,EcoCyc reaction LEFT
molecule.C00001,is_substrate_of,reaction.ecocyc.RXN0-6368,directed,database,EcoCyc,RXN0-6368,EcoCyc reaction LEFT
molecule.C00080,is_product_of,reaction.ecocyc.RXN0-6368,directed,database,EcoCyc,RXN0-6368,EcoCyc reaction RIGHT
molecule.C21008,is_product_of,reaction.ecocyc.RXN0-6368,directed,database,EcoCyc,RXN0-6368,EcoCyc reaction RIGHT
molecule.ecocyc.Pi,is_product_of,reaction.ecocyc.RXN0-6368,directed,database,EcoCyc,RXN0-6368,EcoCyc reaction RIGHT
