source_id,relation_type,target_id,direction,evidence,source_database,source_record_id,notes
gene.b0207,encodes,protein.P30863,directed,database,EcoCyc,EG11648,EcoCyc gene PRODUCT
gene.b1439,encodes,protein.P77730,directed,database,EcoCyc,G6750,EcoCyc gene PRODUCT
gene.b1988,encodes,protein.Q47005,directed,database,EcoCyc,G7072,EcoCyc gene PRODUCT
gene.b2441,encodes,protein.P0AEJ6,directed,database,EcoCyc,EG50006,EcoCyc gene PRODUCT
gene.b0893,encodes,protein.P0A8L1,directed,database,EcoCyc,EG10947,EcoCyc gene PRODUCT
gene.b0095,encodes,protein.P0A9A6,directed,database,EcoCyc,EG10347,EcoCyc gene PRODUCT
gene.b2158,encodes,protein.P62723,directed,database,EcoCyc,EG12027,EcoCyc gene PRODUCT
gene.b2618,encodes,protein.P52119,directed,database,EcoCyc,G7357,EcoCyc gene PRODUCT
gene.b1147,encodes,protein.P75976,directed,database,EcoCyc,G6591,EcoCyc gene PRODUCT
gene.b3902,encodes,protein.P32169,directed,database,EcoCyc,EG11866,EcoCyc gene PRODUCT
gene.b0067,encodes,protein.P31549,directed,database,EcoCyc,EG11573,EcoCyc gene PRODUCT
gene.b2563,encodes,protein.P24224,directed,database,EcoCyc,EG10247,EcoCyc gene PRODUCT
gene.b0958,encodes,protein.P0AFZ5,directed,database,EcoCyc,EG10984,EcoCyc gene PRODUCT
gene.b1137,encodes,protein.P75967,directed,database,EcoCyc,G6582,EcoCyc gene PRODUCT
gene.b3965,encodes,protein.P23003,directed,database,EcoCyc,EG11022,EcoCyc gene PRODUCT
gene.b3197,encodes,protein.P45395,directed,database,EcoCyc,G7662,EcoCyc gene PRODUCT
gene.b0854,encodes,protein.P31133,directed,database,EcoCyc,EG11629,EcoCyc gene PRODUCT
gene.b2837,encodes,protein.P03024,directed,database,EcoCyc,EG10364,EcoCyc gene PRODUCT
gene.b3011,encodes,protein.Q46856,directed,database,EcoCyc,G7564,EcoCyc gene PRODUCT
gene.b4273,encodes,protein.P0CF58,directed,database,EcoCyc,G7895,EcoCyc gene PRODUCT
gene.b1949,encodes,protein.P0AC07,directed,database,EcoCyc,EG11976,EcoCyc gene PRODUCT
gene.b0817,encodes,protein.P0A9F1,directed,database,EcoCyc,G6420,EcoCyc gene PRODUCT
gene.b3986,encodes,protein.P0A7K2,directed,database,EcoCyc,EG10873,EcoCyc gene PRODUCT
gene.b4324,encodes,protein.P39161,directed,database,EcoCyc,EG20249,EcoCyc gene PRODUCT
gene.b3071,encodes,protein.P64588,directed,database,EcoCyc,G7594,EcoCyc gene PRODUCT
gene.b2860,encodes,protein.P0CF56,directed,database,EcoCyc,G7480,EcoCyc gene PRODUCT
gene.b0072,encodes,protein.P0A6A6,directed,database,EcoCyc,EG11576,EcoCyc gene PRODUCT
gene.b3585,encodes,protein.P37682,directed,database,EcoCyc,EG12289,EcoCyc gene PRODUCT
gene.b3227,encodes,protein.P45428,directed,database,EcoCyc,G7679,EcoCyc gene PRODUCT
gene.b0044,encodes,protein.P68646,directed,database,EcoCyc,EG11565,EcoCyc gene PRODUCT
gene.b0680,encodes,protein.P00962,directed,database,EcoCyc,EG10390,EcoCyc gene PRODUCT
gene.b0868,encodes,protein.P75821,directed,database,EcoCyc,G6453,EcoCyc gene PRODUCT
gene.b0989,encodes,protein.P0A982,directed,database,EcoCyc,G6510,EcoCyc gene PRODUCT
gene.b2990,encodes,protein.P0AAM7,directed,database,EcoCyc,EG11805,EcoCyc gene PRODUCT
gene.b1855,encodes,protein.P24205,directed,database,EcoCyc,EG10614,EcoCyc gene PRODUCT
gene.b4749,encodes,protein.P0DPO9,directed,database,EcoCyc,G0-16743,EcoCyc gene PRODUCT
gene.b4030,encodes,protein.P0A7C8,directed,database,EcoCyc,EG11209,EcoCyc gene PRODUCT
gene.b4545,encodes,protein.Q2EET0,directed,database,EcoCyc,G0-10461,EcoCyc gene PRODUCT
gene.b1580,encodes,protein.P38105,directed,database,EcoCyc,G6838,EcoCyc gene PRODUCT
gene.b0508,encodes,protein.P30147,directed,database,EcoCyc,G6277,EcoCyc gene PRODUCT
gene.b4083,encodes,protein.P32717,directed,database,EcoCyc,EG11955,EcoCyc gene PRODUCT
gene.b0767,encodes,protein.P52697,directed,database,EcoCyc,G6397,EcoCyc gene PRODUCT
gene.b0324,encodes,protein.P77554,directed,database,EcoCyc,G6189,EcoCyc gene PRODUCT
gene.b0349,encodes,protein.P77044,directed,database,EcoCyc,M012,EcoCyc gene PRODUCT
gene.b0524,encodes,protein.P43341,directed,database,EcoCyc,EG12666,EcoCyc gene PRODUCT
gene.b0400,encodes,protein.P08400,directed,database,EcoCyc,EG10733,EcoCyc gene PRODUCT
gene.b4683,encodes,protein.C1P613,directed,database,EcoCyc,G0-10650,EcoCyc gene PRODUCT
gene.b0015,encodes,protein.P08622,directed,database,EcoCyc,EG10240,EcoCyc gene PRODUCT
gene.b0435,encodes,protein.P0ABE2,directed,database,EcoCyc,EG10125,EcoCyc gene PRODUCT
gene.b0953,encodes,protein.P0AFW2,directed,database,EcoCyc,EG50004,EcoCyc gene PRODUCT
gene.b2175,encodes,protein.P0AFV4,directed,database,EcoCyc,G7147,EcoCyc gene PRODUCT
gene.b2150,encodes,protein.P0AEE5,directed,database,EcoCyc,EG10593,EcoCyc gene PRODUCT
gene.b2637,encodes,protein.P52135,directed,database,EcoCyc,G7372,EcoCyc gene PRODUCT
gene.b1074,encodes,protein.P0ABX2,directed,database,EcoCyc,G359,EcoCyc gene PRODUCT
gene.b1904,encodes,protein.P76308,directed,database,EcoCyc,G7035,EcoCyc gene PRODUCT
gene.b3657,encodes,protein.P31435,directed,database,EcoCyc,EG11686,EcoCyc gene PRODUCT
gene.b2266,encodes,protein.P0AEH5,directed,database,EcoCyc,G7173,EcoCyc gene PRODUCT
gene.b1944,encodes,protein.P0ABX8,directed,database,EcoCyc,EG10322,EcoCyc gene PRODUCT
gene.b2730,encodes,protein.P24193,directed,database,EcoCyc,EG10487,EcoCyc gene PRODUCT
gene.b0128,encodes,protein.P0AFN6,directed,database,EcoCyc,EG12321,EcoCyc gene PRODUCT
gene.b4160,encodes,protein.P0A8K1,directed,database,EcoCyc,EG10775,EcoCyc gene PRODUCT
gene.b1843,encodes,protein.P76280,directed,database,EcoCyc,G7015,EcoCyc gene PRODUCT
gene.b4206,encodes,protein.P39310,directed,database,EcoCyc,G7864,EcoCyc gene PRODUCT
gene.b2444,encodes,protein.P76544,directed,database,EcoCyc,G7274,EcoCyc gene PRODUCT
gene.b0318,encodes,protein.P77736,directed,database,EcoCyc,G6183,EcoCyc gene PRODUCT
gene.b0294,encodes,protein.P71301,directed,database,EcoCyc,G6165,EcoCyc gene PRODUCT
gene.b0130,encodes,protein.P31666,directed,database,EcoCyc,EG11749,EcoCyc gene PRODUCT
gene.b4085,encodes,protein.P32719,directed,database,EcoCyc,EG11957,EcoCyc gene PRODUCT
gene.b1441,encodes,protein.P77795,directed,database,EcoCyc,G6752,EcoCyc gene PRODUCT
gene.b1760,encodes,protein.P76227,directed,database,EcoCyc,G6955,EcoCyc gene PRODUCT
gene.b3173,encodes,protein.P42640,directed,database,EcoCyc,G7655,EcoCyc gene PRODUCT
gene.b1901,encodes,protein.P02924,directed,database,EcoCyc,EG10057,EcoCyc gene PRODUCT
gene.b1598,encodes,protein.P76176,directed,database,EcoCyc,G6856,EcoCyc gene PRODUCT
gene.b2434,encodes,protein.P76539,directed,database,EcoCyc,G7269,EcoCyc gene PRODUCT
gene.b2562,encodes,protein.P52102,directed,database,EcoCyc,G7346,EcoCyc gene PRODUCT
gene.b0900,encodes,protein.P75836,directed,database,EcoCyc,G6467,EcoCyc gene PRODUCT
gene.b0585,encodes,protein.P13039,directed,database,EcoCyc,EG10299,EcoCyc gene PRODUCT
gene.b4158,encodes,protein.P39284,directed,database,EcoCyc,G7839,EcoCyc gene PRODUCT
gene.b1596,encodes,protein.P43531,directed,database,EcoCyc,G6854,EcoCyc gene PRODUCT
gene.b0239,encodes,protein.P04335,directed,database,EcoCyc,EG11091,EcoCyc gene PRODUCT
gene.b2224,encodes,protein.P76461,directed,database,EcoCyc,EG11672,EcoCyc gene PRODUCT
gene.b0062,encodes,protein.P08202,directed,database,EcoCyc,EG10052,EcoCyc gene PRODUCT
gene.b2359,encodes,protein.P76512,directed,database,EcoCyc,G7228,EcoCyc gene PRODUCT
gene.b1628,encodes,protein.P77223,directed,database,EcoCyc,G6872,EcoCyc gene PRODUCT
gene.b0401,encodes,protein.P0AD99,directed,database,EcoCyc,EG12168,EcoCyc gene PRODUCT
gene.b0728,encodes,protein.P0A836,directed,database,EcoCyc,EG10981,EcoCyc gene PRODUCT
gene.b2127,encodes,protein.P33358,directed,database,EcoCyc,EG12008,EcoCyc gene PRODUCT
gene.b3937,encodes,protein.P32167,directed,database,EcoCyc,EG11882,EcoCyc gene PRODUCT
gene.b0267,encodes,protein.P37007,directed,database,EcoCyc,EG12338,EcoCyc gene PRODUCT
gene.b4721,encodes,protein.P0DPC5,directed,database,EcoCyc,G0-16687,EcoCyc gene PRODUCT
gene.b2064,encodes,protein.P28249,directed,database,EcoCyc,EG11361,EcoCyc gene PRODUCT
gene.b3659,encodes,protein.P31436,directed,database,EcoCyc,EG11687,EcoCyc gene PRODUCT
gene.b2889,encodes,protein.Q46822,directed,database,EcoCyc,G7508,EcoCyc gene PRODUCT
gene.b0550,encodes,protein.P0AG74,directed,database,EcoCyc,G6306,EcoCyc gene PRODUCT
gene.b3070,encodes,protein.Q46871,directed,database,EcoCyc,G7593,EcoCyc gene PRODUCT
gene.b1326,encodes,protein.P0ACV6,directed,database,EcoCyc,G6662,EcoCyc gene PRODUCT
gene.b3884,encodes,protein.P32144,directed,database,EcoCyc,EG11849,EcoCyc gene PRODUCT
gene.b1622,encodes,protein.P23256,directed,database,EcoCyc,EG10564,EcoCyc gene PRODUCT
gene.b0038,encodes,protein.P31572,directed,database,EcoCyc,EG11559,EcoCyc gene PRODUCT
gene.b0234,encodes,protein.Q47158,directed,database,EcoCyc,G6118,EcoCyc gene PRODUCT
gene.b3446,encodes,protein.P46857,directed,database,EcoCyc,G7763,EcoCyc gene PRODUCT
gene.b3448,encodes,protein.P0ADX7,directed,database,EcoCyc,EG11184,EcoCyc gene PRODUCT
gene.b2140,encodes,protein.P33371,directed,database,EcoCyc,EG12022,EcoCyc gene PRODUCT
gene.b1625,encodes,protein.P64467,directed,database,EcoCyc,G6869,EcoCyc gene PRODUCT
gene.b3544,encodes,protein.P23847,directed,database,EcoCyc,EG10248,EcoCyc gene PRODUCT
gene.b1751,encodes,protein.P76220,directed,database,EcoCyc,G6946,EcoCyc gene PRODUCT
gene.b2364,encodes,protein.P46068,directed,database,EcoCyc,EG13161,EcoCyc gene PRODUCT
gene.b1504,encodes,protein.P77789,directed,database,EcoCyc,G6794,EcoCyc gene PRODUCT
gene.b4243,encodes,protein.P0AF93,directed,database,EcoCyc,G7877,EcoCyc gene PRODUCT
gene.b0295,encodes,protein.P56257,directed,database,EcoCyc,G6166,EcoCyc gene PRODUCT
gene.b3450,encodes,protein.P10907,directed,database,EcoCyc,EG11048,EcoCyc gene PRODUCT
gene.b4511,encodes,protein.P18393,directed,database,EcoCyc,G0-10437,EcoCyc gene PRODUCT
gene.b0818,encodes,protein.P75788,directed,database,EcoCyc,G6421,EcoCyc gene PRODUCT
gene.b2322,encodes,protein.P77549,directed,database,EcoCyc,G7198,EcoCyc gene PRODUCT
gene.b2033,encodes,protein.P37750,directed,database,EcoCyc,EG11984,EcoCyc gene PRODUCT
gene.b4070,encodes,protein.P0ABK9,directed,database,EcoCyc,EG11781,EcoCyc gene PRODUCT
gene.b0060,encodes,protein.P21189,directed,database,EcoCyc,EG10747,EcoCyc gene PRODUCT
gene.b3410,encodes,protein.P64638,directed,database,EcoCyc,EG12933,EcoCyc gene PRODUCT
gene.b1765,encodes,protein.P0ACY1,directed,database,EcoCyc,EG11134,EcoCyc gene PRODUCT
gene.b3325,encodes,protein.P45758,directed,database,EcoCyc,G7703,EcoCyc gene PRODUCT
gene.b1471,encodes,protein.P76123,directed,database,EcoCyc,G6772,EcoCyc gene PRODUCT
gene.b1210,encodes,protein.P0A6X1,directed,database,EcoCyc,EG10427,EcoCyc gene PRODUCT
gene.b4664,encodes,protein.C1P616,directed,database,EcoCyc,G0-10630,EcoCyc gene PRODUCT
gene.b3198,encodes,protein.P0ABZ4,directed,database,EcoCyc,G7663,EcoCyc gene PRODUCT
gene.b4304,encodes,protein.P39365,directed,database,EcoCyc,EG12556,EcoCyc gene PRODUCT
gene.b2161,encodes,protein.P33021,directed,database,EcoCyc,EG12029,EcoCyc gene PRODUCT
gene.b4110,encodes,protein.P39267,directed,database,EcoCyc,G7823,EcoCyc gene PRODUCT
gene.b1426,encodes,protein.P0ACW6,directed,database,EcoCyc,EG12865,EcoCyc gene PRODUCT
gene.b2043,encodes,protein.P71244,directed,database,EcoCyc,G7094,EcoCyc gene PRODUCT
gene.b0903,encodes,protein.P09373,directed,database,EcoCyc,EG10701,EcoCyc gene PRODUCT
gene.b0515,encodes,protein.P75713,directed,database,EcoCyc,G6284,EcoCyc gene PRODUCT
gene.b1887,encodes,protein.P0A964,directed,database,EcoCyc,EG10149,EcoCyc gene PRODUCT
gene.b0225,encodes,protein.Q47149,directed,database,EcoCyc,G6109,EcoCyc gene PRODUCT
gene.b2717,encodes,protein.P0AEV9,directed,database,EcoCyc,G7414,EcoCyc gene PRODUCT
gene.b3307,encodes,protein.P0AG59,directed,database,EcoCyc,EG10913,EcoCyc gene PRODUCT
gene.b1700,encodes,protein.P77714,directed,database,EcoCyc,G6923,EcoCyc gene PRODUCT
gene.b4295,encodes,protein.P39356,directed,database,EcoCyc,G7909,EcoCyc gene PRODUCT
gene.b3709,encodes,protein.P23173,directed,database,EcoCyc,EG11006,EcoCyc gene PRODUCT
gene.b1271,encodes,protein.P31808,directed,database,EcoCyc,EG11759,EcoCyc gene PRODUCT
gene.b0942,encodes,protein.P75859,directed,database,EcoCyc,G6484,EcoCyc gene PRODUCT
gene.b3132,encodes,protein.P0C8K0,directed,database,EcoCyc,G7631,EcoCyc gene PRODUCT
gene.b3143,encodes,protein.P42914,directed,database,EcoCyc,G7638,EcoCyc gene PRODUCT
gene.b1059,encodes,protein.P40874,directed,database,EcoCyc,G6556,EcoCyc gene PRODUCT
gene.b3818,encodes,protein.P27843,directed,database,EcoCyc,EG11465,EcoCyc gene PRODUCT
gene.b1774,encodes,protein.P77280,directed,database,EcoCyc,G6961,EcoCyc gene PRODUCT
gene.b2281,encodes,protein.P0AFD6,directed,database,EcoCyc,EG12089,EcoCyc gene PRODUCT
gene.b3205,encodes,protein.P0A894,directed,database,EcoCyc,EG12146,EcoCyc gene PRODUCT
gene.b0436,encodes,protein.P0A850,directed,database,EcoCyc,EG11003,EcoCyc gene PRODUCT
gene.b2685,encodes,protein.P27303,directed,database,EcoCyc,EG11354,EcoCyc gene PRODUCT
gene.b0110,encodes,protein.P13016,directed,database,EcoCyc,EG10041,EcoCyc gene PRODUCT
gene.b0780,encodes,protein.P75767,directed,database,EcoCyc,G6402,EcoCyc gene PRODUCT
gene.b1758,encodes,protein.P76226,directed,database,EcoCyc,G6953,EcoCyc gene PRODUCT
gene.b0293,encodes,protein.P0AAA3,directed,database,EcoCyc,G6164,EcoCyc gene PRODUCT
gene.b1626,encodes,protein.P76180,directed,database,EcoCyc,G6870,EcoCyc gene PRODUCT
gene.b1756,encodes,protein.P76909,directed,database,EcoCyc,G6951,EcoCyc gene PRODUCT
gene.b3560,encodes,protein.P00960,directed,database,EcoCyc,EG10409,EcoCyc gene PRODUCT
gene.b0799,encodes,protein.P27296,directed,database,EcoCyc,EG11357,EcoCyc gene PRODUCT
gene.b2852,encodes,protein.P76639,directed,database,EcoCyc,G7472,EcoCyc gene PRODUCT
gene.b3995,encodes,protein.P0AFX4,directed,database,EcoCyc,EG11738,EcoCyc gene PRODUCT
gene.b0053,encodes,protein.P0ABZ6,directed,database,EcoCyc,EG10985,EcoCyc gene PRODUCT
gene.b2065,encodes,protein.P28248,directed,database,EcoCyc,EG11418,EcoCyc gene PRODUCT
gene.b2169,encodes,protein.P69811,directed,database,EcoCyc,G7990,EcoCyc gene PRODUCT
gene.b1247,encodes,protein.P77737,directed,database,EcoCyc,EG10678,EcoCyc gene PRODUCT
gene.b0378,encodes,protein.P77562,directed,database,EcoCyc,G6227,EcoCyc gene PRODUCT
gene.b1448,encodes,protein.P76112,directed,database,EcoCyc,G6759,EcoCyc gene PRODUCT
gene.b0107,encodes,protein.P36645,directed,database,EcoCyc,EG12106,EcoCyc gene PRODUCT
gene.b1339,encodes,protein.P77744,directed,database,EcoCyc,G6671,EcoCyc gene PRODUCT
gene.b2684,encodes,protein.P0ACR9,directed,database,EcoCyc,EG10603,EcoCyc gene PRODUCT
gene.b1433,encodes,protein.P76103,directed,database,EcoCyc,G6744,EcoCyc gene PRODUCT
gene.b1004,encodes,protein.P0A8G6,directed,database,EcoCyc,EG11540,EcoCyc gene PRODUCT
gene.b2576,encodes,protein.P21507,directed,database,EcoCyc,EG10975,EcoCyc gene PRODUCT
gene.b4785,encodes,protein.P0DSG3,directed,database,EcoCyc,G0-17031,EcoCyc gene PRODUCT
gene.b1764,encodes,protein.P16456,directed,database,EcoCyc,EG10943,EcoCyc gene PRODUCT
gene.b0418,encodes,protein.P18200,directed,database,EcoCyc,EG10704,EcoCyc gene PRODUCT
gene.b1189,encodes,protein.P0A6J5,directed,database,EcoCyc,EG11407,EcoCyc gene PRODUCT
gene.b3311,encodes,protein.P0AG63,directed,database,EcoCyc,EG10916,EcoCyc gene PRODUCT
gene.b3454,encodes,protein.P22731,directed,database,EcoCyc,EG10536,EcoCyc gene PRODUCT
gene.b0186,encodes,protein.P52095,directed,database,EcoCyc,G6094,EcoCyc gene PRODUCT
gene.b0247,encodes,protein.Q47685,directed,database,EcoCyc,G6122,EcoCyc gene PRODUCT
gene.b3439,encodes,protein.P46852,directed,database,EcoCyc,G7756,EcoCyc gene PRODUCT
gene.b1539,encodes,protein.P39831,directed,database,EcoCyc,EG12345,EcoCyc gene PRODUCT
gene.b1304,encodes,protein.P0AFM6,directed,database,EcoCyc,EG10776,EcoCyc gene PRODUCT
gene.b3209,encodes,protein.P0ABU5,directed,database,EcoCyc,EG11383,EcoCyc gene PRODUCT
gene.b4177,encodes,protein.P0A7D4,directed,database,EcoCyc,EG10790,EcoCyc gene PRODUCT
gene.b0301,encodes,protein.P75685,directed,database,EcoCyc,G6171,EcoCyc gene PRODUCT
gene.b0046,encodes,protein.P0A754,directed,database,EcoCyc,EG11568,EcoCyc gene PRODUCT
gene.b0513,encodes,protein.P77328,directed,database,EcoCyc,G6282,EcoCyc gene PRODUCT
gene.b1778,encodes,protein.P0A746,directed,database,EcoCyc,EG12394,EcoCyc gene PRODUCT
gene.b1046,encodes,protein.P75919,directed,database,EcoCyc,G6551,EcoCyc gene PRODUCT
gene.b4378,encodes,protein.P39408,directed,database,EcoCyc,G7952,EcoCyc gene PRODUCT
gene.b0113,encodes,protein.P0ACL9,directed,database,EcoCyc,EG11088,EcoCyc gene PRODUCT
gene.b2917,encodes,protein.P27253,directed,database,EcoCyc,EG11444,EcoCyc gene PRODUCT
gene.b4041,encodes,protein.P0A7A7,directed,database,EcoCyc,EG10740,EcoCyc gene PRODUCT
gene.b3505,encodes,protein.P0CE58,directed,database,EcoCyc,G7769,EcoCyc gene PRODUCT
gene.b2128,encodes,protein.P33359,directed,database,EcoCyc,EG12009,EcoCyc gene PRODUCT
gene.b3938,encodes,protein.P0A8U6,directed,database,EcoCyc,EG10588,EcoCyc gene PRODUCT
gene.b2130,encodes,protein.P33361,directed,database,EcoCyc,EG12011,EcoCyc gene PRODUCT
gene.b0226,encodes,protein.Q47150,directed,database,EcoCyc,G6110,EcoCyc gene PRODUCT
gene.b2062,encodes,protein.P0A930,directed,database,EcoCyc,G7107,EcoCyc gene PRODUCT
gene.b0594,encodes,protein.P10378,directed,database,EcoCyc,EG10263,EcoCyc gene PRODUCT
gene.b3787,encodes,protein.P27829,directed,database,EcoCyc,EG11452,EcoCyc gene PRODUCT
gene.b2611,encodes,protein.P64432,directed,database,EcoCyc,G7355,EcoCyc gene PRODUCT
gene.b3842,encodes,protein.P0AFW0,directed,database,EcoCyc,EG10839,EcoCyc gene PRODUCT
gene.b0057,encodes,protein.P39221,directed,database,EcoCyc,EG12611,EcoCyc gene PRODUCT
gene.b2847,encodes,protein.Q46942,directed,database,EcoCyc,G7467,EcoCyc gene PRODUCT
gene.b0090,encodes,protein.P17443,directed,database,EcoCyc,EG10623,EcoCyc gene PRODUCT
gene.b0474,encodes,protein.P69441,directed,database,EcoCyc,EG10032,EcoCyc gene PRODUCT
gene.b0026,encodes,protein.P00956,directed,database,EcoCyc,EG10492,EcoCyc gene PRODUCT
gene.b2225,encodes,protein.P76462,directed,database,EcoCyc,G7152,EcoCyc gene PRODUCT
gene.b2277,encodes,protein.P0AFE8,directed,database,EcoCyc,EG11773,EcoCyc gene PRODUCT
gene.b0171,encodes,protein.P0A7E9,directed,database,EcoCyc,EG11539,EcoCyc gene PRODUCT
gene.b2835,encodes,protein.P39196,directed,database,EcoCyc,EG12455,EcoCyc gene PRODUCT
gene.b2499,encodes,protein.P08178,directed,database,EcoCyc,EG10798,EcoCyc gene PRODUCT
gene.b3607,encodes,protein.P0A9D4,directed,database,EcoCyc,EG10187,EcoCyc gene PRODUCT
gene.b4039,encodes,protein.P26602,directed,database,EcoCyc,EG11369,EcoCyc gene PRODUCT
gene.b2703,encodes,protein.P56580,directed,database,EcoCyc,EG10969,EcoCyc gene PRODUCT
gene.b0869,encodes,protein.P75822,directed,database,EcoCyc,G6454,EcoCyc gene PRODUCT
gene.b1668,encodes,protein.P77148,directed,database,EcoCyc,G6896,EcoCyc gene PRODUCT
gene.b3910,encodes,protein.P32157,directed,database,EcoCyc,EG11870,EcoCyc gene PRODUCT
gene.b2700,encodes,protein.P0A6G3,directed,database,EcoCyc,G7409,EcoCyc gene PRODUCT
gene.b2873,encodes,protein.Q46806,directed,database,EcoCyc,G7492,EcoCyc gene PRODUCT
gene.b1744,encodes,protein.P76215,directed,database,EcoCyc,G6940,EcoCyc gene PRODUCT
gene.b2886,encodes,protein.Q46819,directed,database,EcoCyc,G7505,EcoCyc gene PRODUCT
gene.b2101,encodes,protein.P0ACM5,directed,database,EcoCyc,G7133,EcoCyc gene PRODUCT
gene.b0770,encodes,protein.P75763,directed,database,EcoCyc,G6400,EcoCyc gene PRODUCT
gene.b0215,encodes,protein.P03007,directed,database,EcoCyc,EG10243,EcoCyc gene PRODUCT
gene.b3541,encodes,protein.P0AAG0,directed,database,EcoCyc,EG12627,EcoCyc gene PRODUCT
gene.b2063,encodes,protein.P76389,directed,database,EcoCyc,G7108,EcoCyc gene PRODUCT
gene.b1172,encodes,protein.Q7DFV3,directed,database,EcoCyc,G6612,EcoCyc gene PRODUCT
gene.b3313,encodes,protein.P0ADY7,directed,database,EcoCyc,EG10877,EcoCyc gene PRODUCT
gene.b1088,encodes,protein.P0AB28,directed,database,EcoCyc,EG11119,EcoCyc gene PRODUCT
gene.b4729,encodes,protein.P0DPM9,directed,database,EcoCyc,G0-16724,EcoCyc gene PRODUCT
gene.b4171,encodes,protein.P16384,directed,database,EcoCyc,EG10595,EcoCyc gene PRODUCT
gene.b2747,encodes,protein.Q46893,directed,database,EcoCyc,G7423,EcoCyc gene PRODUCT
gene.b4012,encodes,protein.P09163,directed,database,EcoCyc,EG11207,EcoCyc gene PRODUCT
gene.b0289,encodes,protein.P77263,directed,database,EcoCyc,G6160,EcoCyc gene PRODUCT
gene.b3701,encodes,protein.P0A988,directed,database,EcoCyc,EG10242,EcoCyc gene PRODUCT
gene.b0640,encodes,protein.P28630,directed,database,EcoCyc,EG11412,EcoCyc gene PRODUCT
gene.b2556,encodes,protein.P52101,directed,database,EcoCyc,G7345,EcoCyc gene PRODUCT
gene.b2464,encodes,protein.P0A867,directed,database,EcoCyc,EG11797,EcoCyc gene PRODUCT
gene.b1136,encodes,protein.P08200,directed,database,EcoCyc,EG10489,EcoCyc gene PRODUCT
