pathway_id	member_type	member_id
eco02010	compound	C06229
eco02010	compound	C06230
eco02010	compound	C06232
eco02010	compound	C06687
eco02010	compound	C06705
eco02010	compound	C06706
eco02010	compound	C06707
eco02010	compound	C06767
eco02010	compound	C07662
eco02010	compound	C07663
eco02010	compound	C11612
eco02010	compound	C13768
eco02010	compound	C14818
eco02010	compound	C14819
eco02010	compound	C15521
eco02010	compound	C15719
eco02010	compound	C16421
eco02010	compound	C16692
eco02010	compound	C19609
eco02010	compound	C19872
eco02010	compound	C20570
eco02010	compound	C20571
eco02010	compound	C20572
eco02010	compound	C20573
eco02010	compound	C20679
eco02010	compound	C21066
eco02010	compound	C22040
eco02060	compound	C00022
eco02060	compound	C00031
eco02060	compound	C00072
eco02060	compound	C00074
eco02060	compound	C00089
eco02060	compound	C00092
eco02060	compound	C00095
eco02060	compound	C00124
eco02060	compound	C00140
eco02060	compound	C00159
eco02060	compound	C00185
eco02060	compound	C00208
eco02060	compound	C00243
eco02060	compound	C00275
eco02060	compound	C00329
eco02060	compound	C00352
eco02060	compound	C00354
eco02060	compound	C00357
eco02060	compound	C00392
eco02060	compound	C00644
eco02060	compound	C00689
eco02060	compound	C00697
eco02060	compound	C00794
eco02060	compound	C01083
eco02060	compound	C01094
eco02060	compound	C01096
eco02060	compound	C01113
eco02060	compound	C01132
eco02060	compound	C01451
eco02060	compound	C01452
eco02060	compound	C01674
eco02060	compound	C01697
eco02060	compound	C01798
eco02060	compound	C02262
eco02060	compound	C02713
eco02060	compound	C02888
eco02060	compound	C02995
eco02060	compound	C03752
eco02060	compound	C04534
eco02060	compound	C05396
eco02060	compound	C06186
eco02060	compound	C06187
eco02060	compound	C06188
eco02060	compound	C06311
eco02060	compound	C06376
eco02060	compound	C06377
eco02060	compound	C11544
eco02060	compound	C16186
eco02060	compound	C16488
eco02060	compound	C16489
eco02060	compound	C16688
eco02060	compound	C16698
eco02060	compound	C16699
eco02060	compound	C20589
eco02060	compound	C20978
eco02060	compound	C20979
eco02060	compound	C21152
eco03070	compound	C00002
eco02020	compound	C00007
eco02020	compound	C00009
eco02020	compound	C00022
eco02020	compound	C00025
eco02020	compound	C00031
eco02020	compound	C00034
eco02020	compound	C00036
eco02020	compound	C00038
eco02020	compound	C00042
eco02020	compound	C00049
eco02020	compound	C00064
eco02020	compound	C00070
eco02020	compound	C00088
eco02020	compound	C00092
eco02020	compound	C00122
eco02020	compound	C00149
eco02020	compound	C00158
eco02020	compound	C00164
eco02020	compound	C00237
eco02020	compound	C00238
eco02020	compound	C00244
eco02020	compound	C00282
eco02020	compound	C00291
eco02020	compound	C00305
eco02020	compound	C00399
eco02020	compound	C00533
eco02020	compound	C00547
eco02020	compound	C00697
eco02020	compound	C00788
eco02020	compound	C00828
eco02020	compound	C01019
eco02020	compound	C01104
eco02020	compound	C01667
eco02020	compound	C02084
eco02020	compound	C05757
eco02020	compound	C05818
eco02020	compound	C06230
eco02020	compound	C06689
eco02020	compound	C06696
eco02020	compound	C11612
eco02020	compound	C11842
eco02020	compound	C11849
eco02020	compound	C12008
eco02020	compound	C13768
eco02020	compound	C14819
eco02020	compound	C16421
eco02020	compound	C16463
eco02020	compound	C16640
eco02020	compound	C16665
eco02020	compound	C18206
eco02020	compound	C21220
eco02020	compound	C21221
eco02020	compound	C21241
eco02020	compound	C21242
eco02020	compound	C21243
eco02020	compound	C21245
eco02024	compound	C00007
eco02024	compound	C00009
eco02024	compound	C00059
eco02024	compound	C00232
eco02024	compound	C00334
eco02024	compound	C00547
eco02024	compound	C00788
eco02024	compound	C01019
eco02024	compound	C11837
eco02024	compound	C11841
eco02024	compound	C11844
eco02024	compound	C11845
eco02024	compound	C11848
eco02024	compound	C16421
eco02024	compound	C16463
eco02024	compound	C16640
eco02024	compound	C18049
eco02024	compound	C18206
eco02024	compound	C20643
eco02024	compound	C20677
eco02024	compound	C20959
eco02024	compound	C21195
eco02024	compound	C21197
eco02024	compound	C21198
eco02024	compound	C21199
eco02024	compound	C21200
eco02024	compound	C21201
eco02024	compound	C21202
eco02024	compound	C21220
eco02024	compound	C21221
eco02024	compound	C21222
eco02024	compound	C21223
eco02024	compound	C21224
eco02024	compound	C21225
eco02024	compound	C21226
eco02024	compound	C21227
eco02024	compound	C21228
eco02024	compound	C21229
eco02024	compound	C21230
eco02024	compound	C21231
eco02024	compound	C21232
eco02024	compound	C21233
eco02024	compound	C21234
eco02024	compound	C21235
eco02024	compound	C21236
eco02024	compound	C21237
eco02024	compound	C21238
eco02024	compound	C21239
eco02024	compound	C21241
eco02024	compound	C21242
eco02024	compound	C21243
eco02024	compound	C21244
eco02024	compound	C21245
eco02024	compound	C21246
eco02024	compound	C21382
eco02026	compound	C00037
eco02026	compound	C00575
eco02026	compound	C01228
eco02026	compound	C04494
eco02026	compound	C16463
eco02026	compound	C21382
eco02030	compound	C00049
eco02030	compound	C00107
eco02030	compound	C00121
eco02030	compound	C00124
eco02030	compound	C00208
eco02030	compound	C00716
eco04981	compound	C00019
eco04981	compound	C00021
eco04981	compound	C00073
eco04981	compound	C00080
eco04981	compound	C00101
eco04981	compound	C00114
eco04981	compound	C00143
eco04981	compound	C00155
eco04981	compound	C00157
eco04981	compound	C00364
eco04981	compound	C00365
eco04981	compound	C00415
eco04981	compound	C00440
eco04981	compound	C00445
eco04981	compound	C00504
eco04981	compound	C00719
eco04981	compound	C01026
eco04981	compound	C01937
eco04981	compound	C01996
eco04981	compound	C03479
eco04980	compound	C00073
eco04980	compound	C00091
eco04980	compound	C00101
eco04980	compound	C00155
eco04980	compound	C00194
eco04980	compound	C00440
eco04980	compound	C00541
eco04980	compound	C01213
eco04980	compound	C02823
eco04980	compound	C06409
eco04980	compound	C06410
eco04980	compound	C06453
eco04980	compound	C08230
eco04980	compound	C22880
