entity_id,entity_type,name,aliases,default_state,allowed_states,annotation,pathways,subcellular_location,source_database,source_id,external_ids,is_external,is_exogenous,family_key,display_name,merged_from,complex_type,is_virtual,components,critical_components,assembly_condition,notes
molecule.ecocyc.Hydrophilic-Solute-Or-Ion-LT-600Da,small_molecule,hydrophilic solute or ion < 600 Da,,low,absent|low|medium|high,"This compound class stands for generic and unspecified ions or hydrophilic solutes in transport reactions. They have a molecular mass of smaller than 600Da. Once a given transporter is better characterized, a more specific compound class should be substituted instead.",,,EcoCyc,Hydrophilic-Solute-Or-Ion-LT-600Da,EcoCyc:Hydrophilic-Solute-Or-Ion-LT-600Da,false,true,sm:name:hydrophilic solute or ion 600 da,hydrophilic solute or ion < 600 Da,molecule.ecocyc.Hydrophilic-Solute-Or-Ion-LT-600Da,,,,,,
molecule.ecocyc.Ferric-Hydroxamate-Complexes,small_molecule,a ferric hydroxamate complex,an iron (III) hydroxamate complex|an iron (III) hydroxamate,low,absent|low|medium|high,This pseudo compound class stands for generic and unspecified complexes between a ferric iron ion and a hydroxamate compound.,,,EcoCyc,Ferric-Hydroxamate-Complexes,EcoCyc:Ferric-Hydroxamate-Complexes|SEED:cpd29256|METANETX:MNXM148794,false,true,sm:name:a ferric hydroxamate complex,a ferric hydroxamate complex,molecule.ecocyc.Ferric-Hydroxamate-Complexes,,,,,,
molecule.ecocyc.Glycan-Groups,small_molecule,a glycan group,,low,absent|low|medium|high,"Information about the proper nomenclature of GylcoCT entries was retrieved from MonosaccharideDB, which is developed by Thomas Lütteke as part of the EUROCarbDB and GLYCOSCIENCES.de projects.",,,EcoCyc,Glycan-Groups,EcoCyc:Glycan-Groups,false,true,sm:name:a glycan group,a glycan group,molecule.ecocyc.Glycan-Groups,,,,,,
molecule.ecocyc.Non-alpha-amino-acids,small_molecule,a non-α amino acid,,low,absent|low|medium|high,"This compound class contains non-α amino acids, that is, any molecule that contains an amine and a carboxyl functional groups, attached to different carbon atoms.",,,EcoCyc,Non-alpha-amino-acids,EcoCyc:Non-alpha-amino-acids,false,true,sm:name:a non amino acid,a non-α amino acid,molecule.ecocyc.Non-alpha-amino-acids,,,,,,
molecule.ecocyc.DNA-pyrimidines,small_molecule,a pyrimidine nucleoside in DNA,a DNA pyrimidine,low,absent|low|medium|high,This compound class stands for generic and unspecified DNA pyrimidiness.,,,EcoCyc,DNA-pyrimidines,EcoCyc:DNA-pyrimidines,false,true,sm:name:a pyrimidine nucleoside in dna,a pyrimidine nucleoside in DNA,molecule.ecocyc.DNA-pyrimidines,,,,,,
molecule.ecocyc.Methylated-Amino-Acids,small_molecule,a methylated amino acid,a methyl amino acid,low,absent|low|medium|high,EcoCyc compound Methylated-Amino-Acids,,,EcoCyc,Methylated-Amino-Acids,EcoCyc:Methylated-Amino-Acids,false,true,sm:name:a methylated amino acid,a methylated amino acid,molecule.ecocyc.Methylated-Amino-Acids,,,,,,
molecule.ecocyc.Modified-Sugars,small_molecule,a sugar derivative,a modified sugar,low,absent|low|medium|high,"The term ""sugar"" is usually applied to Monosaccharides monosaccharides and Disaccharides disaccharides, Oligosaccharides oligosaccharides and Polysaccharides polysaccharides as well as substances derived from monosaccharides by reduction of the carbonyl group (Sugar-alcohols alditols), by oxidation of one or more terminal groups to Carboxylates ""carboxylic acids"", or by replacement of one or more hydroxy group(s) by a hydrogen atom, an amino group, a sulfhydryl group or similar heteroatomic groups. It also includes oligo- and polysaccharides consisting of such modified monosaccharides, as well as derivatives of these compounds. Even though the carbohydrate definition includes derivatives, we list substances generated by further modifications (e.g., acetylation, phosphorylation) under this class as ""a carbohydrate derivative"" for clarification purposes.",,,EcoCyc,Modified-Sugars,EcoCyc:Modified-Sugars,false,true,sm:name:a sugar derivative,a sugar derivative,molecule.ecocyc.Modified-Sugars,,,,,,
molecule.ecocyc.Groups,small_molecule,Superatoms,Groups,low,absent|low|medium|high,This class consists of molecular fragments that can be used by the Pathway Tools superatom subsystem. Instances of this class should not be used as substrates of reactions.,,,EcoCyc,Groups,EcoCyc:Groups,false,true,sm:name:superatoms,Superatoms,molecule.ecocyc.Groups,,,,,,
molecule.ecocyc.Hydroxy-fatty-acid-derivs,small_molecule,a hydroxylated fatty acid derivative,,low,absent|low|medium|high,EcoCyc compound Hydroxy-fatty-acid-derivs,,,EcoCyc,Hydroxy-fatty-acid-derivs,EcoCyc:Hydroxy-fatty-acid-derivs,false,true,sm:name:a hydroxylated fatty acid derivative,a hydroxylated fatty acid derivative,molecule.ecocyc.Hydroxy-fatty-acid-derivs,,,,,,
molecule.ecocyc.IMINO-GROUP,small_molecule,an imino group,,low,absent|low|medium|high,EcoCyc compound IMINO-GROUP,,,EcoCyc,IMINO-GROUP,EcoCyc:IMINO-GROUP,false,true,sm:name:an imino group,an imino group,molecule.ecocyc.IMINO-GROUP,,,,,,
